study_id;median_N;se_N;N;total_SNP;mean_beta;result_lin_reg;delta_prop;over_threshold;beta_PZ;se_beta_PZ;intercept_PZ;se_intercept_PZ
FINNGEN_R6_F5_AGORAPHOBIA;0.9999925740033672;0.057078787322420575;236084.0;9165633;3.9362028787317494e-05;Row(beta=0.9999991655349731, beta_stderr=3.0153248076203454e-07, intercept=2.3587239184053033e-07, intercept_stderr=1.8612712437970913e-07);0.00013049548543694295;1146;0.9999991655349731;3.0153248076203454e-07;2.3587239184053033e-07;1.8612712437970913e-07
FINNGEN_R6_F5_ALCOHOLAC;1.0000072818033496;0.1394290364224424;250275.0;13852692;-0.0002141472148518184;Row(beta=0.9999980926513672, beta_stderr=2.4458066150145896e-07, intercept=7.537225883424981e-07, intercept_stderr=1.5741595404961117e-07);9.347365359554961e-05;1175;0.9999980926513672;2.4458066150145896e-07;7.537225883424981e-07;1.5741595404961117e-07
FINNGEN_R6_F5_ALZHDEMENT;0.9999974170969942;0.0999750064791767;251388.0;12024250;-0.00025380395284533295;Row(beta=0.9999967217445374, beta_stderr=2.4824302613524196e-07, intercept=1.3003217418372515e-06, intercept_stderr=1.6026127980239835e-07);0.00010330232821374647;1170;0.9999967217445374;2.4824302613524196e-07;1.3003217418372515e-06;1.6026127980239835e-07
FINNGEN_R6_F5_ANAPER;0.999998253306933;0.06272178417242026;253487.0;9388466;0.0001682776398189119;Row(beta=0.9999990463256836, beta_stderr=2.972525408040383e-07, intercept=2.391223858921876e-07, intercept_stderr=1.8401924251065793e-07);0.00012767309992288455;1148;0.9999990463256836;2.972525408040383e-07;2.391223858921876e-07;1.8401924251065793e-07
FINNGEN_R6_F5_ANXIETY;1.0000008265428406;0.08941237664076583;245715.0;15121545;-0.000322450713204239;Row(beta=0.9999980926513672, beta_stderr=2.3680094329847634e-07, intercept=6.044901965651661e-07, intercept_stderr=1.5236277306485135e-07);8.93034692055648e-05;1182;0.9999980926513672;2.3680094329847634e-07;6.044901965651661e-07;1.5236277306485135e-07
FINNGEN_R6_F5_BEHAVE;0.9999987185279454;0.08300323686161358;260405.0;13928849;-0.0001599329600026049;Row(beta=0.9999971985816956, beta_stderr=2.5070096398849273e-07, intercept=5.64060087526741e-07, intercept_stderr=1.5506185491176439e-07);9.338906869059329e-05;1178;0.9999971985816956;2.5070096398849273e-07;5.64060087526741e-07;1.5506185491176439e-07
FINNGEN_R6_F5_BEHEMOTH;0.999996365923993;0.07395726814118442;257909.0;10350844;0.00018031253103609768;Row(beta=0.999998152256012, beta_stderr=2.850424323241896e-07, intercept=4.764846437410597e-07, intercept_stderr=1.759707686233014e-07);0.00011723796656967982;1159;0.999998152256012;2.850424323241896e-07;4.764846437410597e-07;1.759707686233014e-07
FINNGEN_R6_F5_CANNABIS;1.0000020297027499;0.12612592543560175;256642.0;9682517;-0.0006154899970741752;Row(beta=0.9999990463256836, beta_stderr=2.934273197752191e-07, intercept=2.2736664107014803e-08, intercept_stderr=1.8213953012491402e-07);0.00012409752770747083;1150;0.9999990463256836;2.934273197752191e-07;2.2736664107014803e-08;1.8213953012491402e-07
FINNGEN_R6_F5_DELUSIO;1.0;0.09780993669382186;251424.0;11340994;-9.412805879266864e-05;Row(beta=0.9999971985816956, beta_stderr=2.7137792812936823e-07, intercept=6.270498715821304e-07, intercept_stderr=1.6813407910376554e-07);0.00010804513555344565;1163;0.9999971985816956;2.7137792812936823e-07;6.270498715821304e-07;1.6813407910376554e-07
FINNGEN_R6_F5_DEMENTIA;0.9999993167810184;0.11622209189034645;258064.0;14935558;-0.00030178291966057486;Row(beta=0.9999966025352478, beta_stderr=2.1883680290102347e-07, intercept=1.3818394108966459e-06, intercept_stderr=1.460046661350134e-07);8.998383333564061e-05;1183;0.9999966025352478;2.1883680290102347e-07;1.3818394108966459e-06;1.460046661350134e-07
FINNGEN_R6_F5_DEMINOTH;1.000002686837739;0.08983962868133724;249507.0;9614623;-0.0001884552800458505;Row(beta=0.9999980330467224, beta_stderr=2.9440960247484327e-07, intercept=1.725841656252669e-07, intercept_stderr=1.81740347215964e-07);0.00012484618330874982;1149;0.9999980330467224;2.9440960247484327e-07;1.725841656252669e-07;1.81740347215964e-07
FINNGEN_R6_F5_DEPPER;0.9999914291063076;0.05893941171934679;253328.0;8856227;-4.070352984390242e-06;Row(beta=0.9999979734420776, beta_stderr=3.0939071393731865e-07, intercept=2.8959686915186467e-07, intercept_stderr=1.8882612096149387e-07);0.0001342792086431522;1140;0.9999979734420776;3.0939071393731865e-07;2.8959686915186467e-07;1.8882612096149387e-07
FINNGEN_R6_F5_DISPER;0.9999982225298133;0.1383628503798428;253258.0;8548827;0.0007255050593490573;Row(beta=0.9999977350234985, beta_stderr=3.1082583973329747e-07, intercept=5.769574613623263e-07, intercept_stderr=1.93245881519033e-07);0.00013819036485061598;1133;0.9999977350234985;3.1082583973329747e-07;5.769574613623263e-07;1.93245881519033e-07
FINNGEN_R6_F5_Dementia_U;0.9999892019116823;0.10713616407952053;256658.0;11489148;-0.00026377774574760617;Row(beta=0.9999971985816956, beta_stderr=2.686199422896607e-07, intercept=6.811850425947341e-07, intercept_stderr=1.6736410657358647e-07);0.00010726258624972622;1168;0.9999971985816956;2.686199422896607e-07;6.811850425947341e-07;1.6736410657358647e-07
FINNGEN_R6_F5_Dementia_U_EXMORE;0.9999935857228116;0.10881210725877762;133068.0;11498234;-0.0002304942272004628;Row(beta=0.9999977946281433, beta_stderr=2.6775268224810134e-07, intercept=5.557645295084512e-07, intercept_stderr=1.6695464921667735e-07);0.00010661518798496377;1162;0.9999977946281433;2.6775268224810134e-07;5.557645295084512e-07;1.6695464921667735e-07
FINNGEN_R6_F5_EATING;1.000002747383821;0.051334430909974305;260405.0;11732412;0.00015394559618260708;Row(beta=0.9999968409538269, beta_stderr=2.7088660203844483e-07, intercept=4.3270810579087993e-07, intercept_stderr=1.6579689088302985e-07);0.00010548697249413668;1170;0.9999968409538269;2.7088660203844483e-07;4.3270810579087993e-07;1.6579689088302985e-07
FINNGEN_R6_F5_EMOPER;0.9999936088439061;0.07603641367241393;255852.0;12321117;4.343021740642497e-05;Row(beta=0.9999980926513672, beta_stderr=2.589051177892543e-07, intercept=7.679585110054177e-07, intercept_stderr=1.6376166911413748e-07);0.00010118012026153114;1169;0.9999980926513672;2.589051177892543e-07;7.679585110054177e-07;1.6376166911413748e-07
FINNGEN_R6_F5_GAD;0.9999956776273597;0.06754332758530614;238139.0;12047269;-0.00018548383040175578;Row(beta=0.9999974370002747, beta_stderr=2.6359739990766684e-07, intercept=5.396448727879033e-07, intercept_stderr=1.6481665454648464e-07);0.00010295671771868363;1168;0.9999974370002747;2.6359739990766684e-07;5.396448727879033e-07;1.6481665454648464e-07
FINNGEN_R6_F5_GENDER;1.0000018803591424;0.06874933001358412;253041.0;7059105;-0.0006969936457949759;Row(beta=0.9999982714653015, beta_stderr=3.50244846458736e-07, intercept=4.1791247440414736e-07, intercept_stderr=2.119220141594269e-07);0.0001637471720082242;1111;0.9999982714653015;3.50244846458736e-07;4.1791247440414736e-07;2.119220141594269e-07
FINNGEN_R6_F5_HABIT;0.9999967670392543;0.10388913733653407;253180.0;8143783;0.00017145140777942558;Row(beta=0.9999980330467224, beta_stderr=3.169136846281617e-07, intercept=4.3326733134563256e-07, intercept_stderr=1.978927031132116e-07);0.0001445525376197979;1130;0.9999980330467224;3.169136846281617e-07;4.3326733134563256e-07;1.978927031132116e-07
FINNGEN_R6_F5_HALLUCIN;0.9999996437770151;0.10684319354804503;256046.0;6582291;-0.0002828159010290879;Row(beta=0.9999998211860657, beta_stderr=3.587717571917892e-07, intercept=2.429331118491973e-07, intercept_stderr=2.1868579835881974e-07);0.00017456261007910292;1105;0.9999998211860657;3.587717571917892e-07;2.429331118491973e-07;2.1868579835881974e-07
FINNGEN_R6_F5_HYPERKIN;0.9999974944235168;0.11023304579392051;257138.0;7996919;0.0012094568445672796;Row(beta=0.9999979734420776, beta_stderr=3.229476988053648e-07, intercept=5.795332640445849e-07, intercept_stderr=1.9904869930087443e-07);0.00014718430562026528;1130;0.9999979734420776;3.229476988053648e-07;5.795332640445849e-07;1.9904869930087443e-07
FINNGEN_R6_F5_INSOMNIA;1.0000025604796918;0.08202347282569536;259284.0;11558647;-0.00030262555470388563;Row(beta=0.9999979138374329, beta_stderr=2.6886445425589045e-07, intercept=4.6358246663658065e-07, intercept_stderr=1.6665859448039555e-07);0.00010687415476930483;1170;0.9999979138374329;2.6886445425589045e-07;4.6358246663658065e-07;1.6665859448039555e-07
FINNGEN_R6_F5_KELARET;0.9999987780261861;0.09320209749683755;259736.0;6992759;4.2287343236237076e-06;Row(beta=0.9999974370002747, beta_stderr=3.5329915704096493e-07, intercept=3.7474771374945703e-07, intercept_stderr=2.1194804844526516e-07);0.0001654353486244988;1112;0.9999974370002747;3.5329915704096493e-07;3.7474771374945703e-07;2.1194804844526516e-07
FINNGEN_R6_F5_MANIA;0.9999966632347925;0.08638205576389765;229527.0;9654433;-0.00010452326925884671;Row(beta=0.9999984502792358, beta_stderr=2.9301727977326664e-07, intercept=2.3109885205485625e-07, intercept_stderr=1.828684759175303e-07);0.0001242326227725107;1148;0.9999984502792358;2.9301727977326664e-07;2.3109885205485625e-07;1.828684759175303e-07
FINNGEN_R6_F5_MENTORG;0.999997363167616;0.09804980321577318;250490.0;11190380;-0.00014771844119677011;Row(beta=0.9999979734420776, beta_stderr=2.755403158971603e-07, intercept=3.923012172890594e-07, intercept_stderr=1.7003003449644893e-07);0.00010965037048377537;1166;0.9999979734420776;2.755403158971603e-07;3.923012172890594e-07;1.7003003449644893e-07
FINNGEN_R6_F5_MILDRET;1.0000029428475656;0.09041903159806496;260112.0;9152470;0.0005322009807187729;Row(beta=0.9999985694885254, beta_stderr=3.044947618491278e-07, intercept=2.253927675610612e-07, intercept_stderr=1.8727445194599568e-07);0.00013090809738422132;1148;0.9999985694885254;3.044947618491278e-07;2.253927675610612e-07;1.8727445194599568e-07
FINNGEN_R6_F5_MIXPER;0.9999999983556405;0.0850979594103589;254782.0;11431089;-0.0002280511550561815;Row(beta=0.9999980926513672, beta_stderr=2.714311619911314e-07, intercept=3.7725374113506405e-07, intercept_stderr=1.6896605359306704e-07);0.0001076529435146758;1167;0.9999980926513672;2.714311619911314e-07;3.7725374113506405e-07;1.6896605359306704e-07
FINNGEN_R6_F5_MODRET;1.0000015570276948;0.08821656928527996;259689.0;6366854;-0.0005819444029971761;Row(beta=0.9999972581863403, beta_stderr=3.6713555573442136e-07, intercept=7.39909523872484e-07, intercept_stderr=2.2310081249088398e-07);0.00017913649351663063;1097;0.9999972581863403;3.6713555573442136e-07;7.39909523872484e-07;2.2310081249088398e-07
FINNGEN_R6_F5_MOOD;0.9999992421023097;0.0964558306493686;260405.0;16218020;0.00040234445326867304;Row(beta=0.9999980926513672, beta_stderr=2.3092532330792892e-07, intercept=4.761426737331931e-07, intercept_stderr=1.5847578538341622e-07);8.658687651982562e-05;1188;0.9999980926513672;2.3092532330792892e-07;4.761426737331931e-07;1.5847578538341622e-07
FINNGEN_R6_F5_MOODOTH;1.0000007478692379;0.06960566625135128;230309.0;10976209;-0.00020139654319629822;Row(beta=0.9999979734420776, beta_stderr=2.76933235454635e-07, intercept=2.8683612640634237e-07, intercept_stderr=1.7153034548300639e-07);0.00011141197449010357;1164;0.9999979734420776;2.76933235454635e-07;2.8683612640634237e-07;1.7153034548300639e-07
FINNGEN_R6_F5_OCD;1.0000015173453283;0.07693890733146176;236778.0;10630717;0.0001995586290181593;Row(beta=0.9999982714653015, beta_stderr=2.8037300126015907e-07, intercept=5.125834832142573e-07, intercept_stderr=1.7415419506505714e-07);0.00011430207978502135;1159;0.9999982714653015;2.8037300126015907e-07;5.125834832142573e-07;1.7415419506505714e-07
FINNGEN_R6_F5_OPIOIDS;0.9999970889913866;0.09961342297926552;256696.0;9807097;0.00024370203741240316;Row(beta=0.9999984502792358, beta_stderr=2.9148907287890324e-07, intercept=5.698356062566745e-07, intercept_stderr=1.8002300805619598e-07);0.00012277372706185526;1152;0.9999984502792358;2.9148907287890324e-07;5.698356062566745e-07;1.8002300805619598e-07
FINNGEN_R6_F5_ORGANIC;1.0000015537160356;0.11624767324599705;260405.0;15351001;-0.00010835344287970021;Row(beta=1.0000042915344238, beta_stderr=2.2530582555191359e-07, intercept=-2.1636624296661466e-06, intercept_stderr=1.4661310387964477e-07);8.880789009765046e-05;1185;1.0000042915344238;2.2530582555191359e-07;-2.1636624296661466e-06;1.4661310387964477e-07
FINNGEN_R6_F5_OTHPER;0.9999999049831774;0.0842223570853368;255151.0;11777830;0.00014589355084937834;Row(beta=0.999998927116394, beta_stderr=2.652179205142602e-07, intercept=2.870549735689565e-07, intercept_stderr=1.6617150322417729e-07);0.0001051355196848738;1170;0.999998927116394;2.652179205142602e-07;2.870549735689565e-07;1.6617150322417729e-07
FINNGEN_R6_F5_PARAPER;0.9999922092516751;0.08094310180712143;253288.0;8689531;0.00014743136309662845;Row(beta=0.999997079372406, beta_stderr=3.1040963222039863e-07, intercept=4.049727237998013e-07, intercept_stderr=1.919433287866923e-07);0.00013646134255397544;1137;0.999997079372406;3.1040963222039863e-07;4.049727237998013e-07;1.919433287866923e-07
FINNGEN_R6_F5_PERSOCHANGE;0.9999930359653038;0.06418759754569014;252960.0;5856821;0.0005532207182020083;Row(beta=0.9999973773956299, beta_stderr=3.82874304705183e-07, intercept=5.641896905217436e-07, intercept_stderr=2.3446851571407024e-07);0.00019091649142330728;1076;0.9999973773956299;3.82874304705183e-07;5.641896905217436e-07;2.3446851571407024e-07
FINNGEN_R6_F5_PERSONALITY;0.9999924283075871;0.09659748973774224;259019.0;14010259;0.0003311828425155961;Row(beta=0.9999982714653015, beta_stderr=2.436042905173963e-07, intercept=4.734649792226264e-07, intercept_stderr=1.5608246428655548e-07);9.304889964541892e-05;1178;0.9999982714653015;2.436042905173963e-07;4.734649792226264e-07;1.5608246428655548e-07
FINNGEN_R6_F5_PERSOTH;1.0000016099939304;0.052714945802368456;252993.0;6442163;3.516927621973117e-05;Row(beta=0.9999973177909851, beta_stderr=3.612230727867427e-07, intercept=3.3859905101962795e-07, intercept_stderr=2.2060019944092346e-07);0.00017737329994389905;1099;0.9999973177909851;3.612230727867427e-07;3.3859905101962795e-07;2.2060019944092346e-07
FINNGEN_R6_F5_PERVASIVE;0.9999937554432766;0.10569840341985978;258283.0;7300177;0.0006621389371790921;Row(beta=0.9999969601631165, beta_stderr=3.3907750207617937e-07, intercept=5.080449341221538e-07, intercept_stderr=2.0855743798620097e-07);0.00015911171181960497;1116;0.9999969601631165;3.3907750207617937e-07;5.080449341221538e-07;2.0855743798620097e-07
FINNGEN_R6_F5_PHYSBEHOTH;0.999998751204054;0.05991923964289005;254784.0;8223872;-0.00015953419873266026;Row(beta=0.9999974370002747, beta_stderr=3.1792524168849923e-07, intercept=6.949358066776767e-07, intercept_stderr=1.977411585585287e-07);0.00014329348482153308;1131;0.9999974370002747;3.1792524168849923e-07;6.949358066776767e-07;1.977411585585287e-07
FINNGEN_R6_F5_PSYCH;1.0000006743688947;0.10192793023455678;260405.0;16323309;0.0006858010547982776;Row(beta=0.9999973773956299, beta_stderr=2.4198087089644105e-07, intercept=7.025094532764342e-07, intercept_stderr=1.692658031515748e-07);8.631393088680807e-05;1188;0.9999973773956299;2.4198087089644105e-07;7.025094532764342e-07;1.692658031515748e-07
FINNGEN_R6_F5_PSYCHDEVOTH;0.9999955298274888;0.0952261584841046;258296.0;7418021;0.0008490191534911685;Row(beta=0.9999982118606567, beta_stderr=3.3947662814171053e-07, intercept=6.323749630610109e-07, intercept_stderr=2.0656445087752218e-07);0.0001574328952807455;1122;0.9999982118606567;3.3947662814171053e-07;6.323749630610109e-07;2.0656445087752218e-07
FINNGEN_R6_F5_PSYCHOTH;0.9999970038634517;0.11398832615090324;255845.0;14051137;0.00014514828799974612;Row(beta=0.999997615814209, beta_stderr=2.4412551624664047e-07, intercept=7.86516068274068e-07, intercept_stderr=1.5258261498729553e-07);9.279721718727457e-05;1177;0.999997615814209;2.4412551624664047e-07;7.86516068274068e-07;1.5258261498729553e-07
FINNGEN_R6_F5_PSYTRANS;0.9999984084538703;0.1048553849900796;253121.0;12682060;-0.0009236437834232216;Row(beta=0.9999971389770508, beta_stderr=2.580922284778353e-07, intercept=6.298711241470301e-07, intercept_stderr=1.599284331632589e-07);9.908784183718844e-05;1171;0.9999971389770508;2.580922284778353e-07;6.298711241470301e-07;1.599284331632589e-07
FINNGEN_R6_F5_PTSD;0.9999992334089071;0.055094242073740855;236858.0;10743936;-0.0004008185994406508;Row(beta=0.9999985694885254, beta_stderr=2.799288836285996e-07, intercept=4.1588873500586487e-07, intercept_stderr=1.7305879396189994e-07);0.0001131667845039814;1159;0.9999985694885254;2.799288836285996e-07;4.1588873500586487e-07;1.7305879396189994e-07
FINNGEN_R6_F5_SCHIZOAFF;1.0000031675928434;0.11010927201272132;251982.0;11862078;-0.0003965213371552181;Row(beta=0.9999978542327881, beta_stderr=2.6664878305382445e-07, intercept=4.7589063001396426e-07, intercept_stderr=1.6362648125323176e-07);0.00010431885415027381;1168;0.9999978542327881;2.6664878305382445e-07;4.7589063001396426e-07;1.6362648125323176e-07
FINNGEN_R6_F5_SCHIZOTYP;0.9999972144809095;0.1044962734432531;250314.0;9639762;-0.00010794306643670156;Row(beta=0.9999989867210388, beta_stderr=2.947108441730961e-07, intercept=1.669634741574555e-07, intercept_stderr=1.8228401188480348e-07);0.00012441738956276826;1148;0.9999989867210388;2.947108441730961e-07;1.669634741574555e-07;1.8228401188480348e-07
FINNGEN_R6_F5_SCHIZPER;0.9999975959821574;0.11244510629884592;253334.0;8876228;0.0004545528359570025;Row(beta=0.9999984502792358, beta_stderr=3.0487498747788777e-07, intercept=5.643632903229445e-07, intercept_stderr=1.8804966828156466e-07);0.00013409621268105926;1141;0.9999984502792358;3.0487498747788777e-07;5.643632903229445e-07;1.8804966828156466e-07
FINNGEN_R6_F5_SCHOLA;1.0000015581036836;0.08750474452058853;258825.0;9705418;-0.00012178949943227323;Row(beta=0.9999966025352478, beta_stderr=2.9271114954099176e-07, intercept=9.63593492997461e-07, intercept_stderr=1.8141481916700286e-07);0.0001240276560140332;1152;0.9999966025352478;2.9271114954099176e-07;9.63593492997461e-07;1.8141481916700286e-07
FINNGEN_R6_F5_SCHZPHR;0.99998975514329;0.12615964642870595;255370.0;13857537;-0.0002535705284423956;Row(beta=0.9999985098838806, beta_stderr=2.445197537781496e-07, intercept=1.819819885895413e-07, intercept_stderr=1.5242380868585315e-07);9.353090623812969e-05;1176;0.9999985098838806;2.445197537781496e-07;1.819819885895413e-07;1.5242380868585315e-07
FINNGEN_R6_F5_SLEEP;1.0000003368888883;0.08968469756921472;257630.0;12448206;-0.0003983943606010957;Row(beta=0.9999978542327881, beta_stderr=2.63207937223342e-07, intercept=4.5397868575491884e-07, intercept_stderr=1.6214164588745916e-07);0.00010053151207893415;1171;0.9999978542327881;2.63207937223342e-07;4.5397868575491884e-07;1.6214164588745916e-07
