study_id;median_N;se_N;N;total_SNP;mean_beta;result_lin_reg;delta_prop;over_threshold;beta_PZ;se_beta_PZ;intercept_PZ;se_intercept_PZ
FINNGEN_R6_DRY_AMD;0.9999950013324306;0.09193121825723179;248051.0;12395068;-0.0002754480661179111;Row(beta=1.0000011920928955, beta_stderr=1.956150583737326e-07, intercept=-8.03822842954105e-07, intercept_stderr=1.467758750095527e-07);0.00010078556750673303;1170;1.0000011920928955;1.956150583737326e-07;-8.03822842954105e-07;1.467758750095527e-07
FINNGEN_R6_E4_ACIDOSIS;0.9999975364262088;0.09633404628114402;231699.0;7804737;0.0005143509678802753;Row(beta=0.9999977350234985, beta_stderr=3.2779536240923335e-07, intercept=6.63549542423425e-07, intercept_stderr=2.019392582042201e-07);0.00015050627749941826;1128;0.9999977350234985;3.2779536240923335e-07;6.63549542423425e-07;2.019392582042201e-07
FINNGEN_R6_E4_ADDISON;0.99999760835829;0.060764606194735206;251518.0;9143020;0.0004591685362166634;Row(beta=0.9999995827674866, beta_stderr=2.966571912565996e-07, intercept=-3.455585897427227e-07, intercept_stderr=1.852151001457969e-07);0.0001310408490168569;1148;0.9999995827674866;2.966571912565996e-07;-3.455585897427227e-07;1.852151001457969e-07
FINNGEN_R6_E4_ADREACT;0.9999996423987036;0.03947661209219449;251081.0;6079193;-0.000856882893831501;Row(beta=0.9999985098838806, beta_stderr=3.71113344499463e-07, intercept=2.5062686859200767e-07, intercept_stderr=2.2817816613951436e-07);0.00018537028312574656;1084;0.9999985098838806;3.71113344499463e-07;2.5062686859200767e-07;2.2817816613951436e-07
FINNGEN_R6_E4_ADRENAL;0.999999233029297;0.05871118746923411;251677.0;9604366;0.00020370036502146378;Row(beta=0.9999980926513672, beta_stderr=2.9361240194702987e-07, intercept=7.106642101462057e-07, intercept_stderr=1.8159164483222412e-07);0.00012508417349109603;1150;0.9999980926513672;2.9361240194702987e-07;7.106642101462057e-07;1.8159164483222412e-07
FINNGEN_R6_E4_ADRENOGEN;1.0000000317423037;0.06387355337894454;251068.0;5813735;-0.0004977393104432845;Row(beta=0.9999969005584717, beta_stderr=3.822276823939319e-07, intercept=4.911464657197939e-07, intercept_stderr=2.3488492217893508e-07);0.00019283986820404781;1079;0.9999969005584717;3.822276823939319e-07;4.911464657197939e-07;2.3488492217893508e-07
FINNGEN_R6_E4_AMYLNAS;0.999998469799461;0.07713586656123936;231680.0;7666063;3.295565011657805e-05;Row(beta=0.9999990463256836, beta_stderr=3.208319583336561e-07, intercept=2.6603808578329335e-07, intercept_stderr=2.0227948027695675e-07);0.00015279397016592475;1125;0.9999990463256836;3.208319583336561e-07;2.6603808578329335e-07;2.0227948027695675e-07
FINNGEN_R6_E4_CARCISDR;0.9999969427831318;0.09541261399116793;251171.0;7259542;-3.522027422667215e-05;Row(beta=0.9999992847442627, beta_stderr=3.4804560300472076e-07, intercept=2.3455281450424081e-07, intercept_stderr=2.075690161973398e-07);0.0001599959169500764;1116;0.9999992847442627;3.4804560300472076e-07;2.3455281450424081e-07;2.075690161973398e-07
FINNGEN_R6_E4_CA_MET;0.999998683654737;0.06766731245014396;232313.0;10004530;-0.00024584459239960246;Row(beta=0.9999989867210388, beta_stderr=2.9095380682520045e-07, intercept=5.259299769022618e-07, intercept_stderr=1.7969438204090693e-07);0.00012104100279648617;1158;0.9999989867210388;2.9095380682520045e-07;5.259299769022618e-07;1.7969438204090693e-07
FINNGEN_R6_E4_CUSHING;0.9999986448311051;0.053215106868559604;251184.0;7381983;-0.0006711848496537036;Row(beta=0.9999979734420776, beta_stderr=3.3900604989867134e-07, intercept=6.911410110888028e-08, intercept_stderr=2.0584219839747675e-07);0.0001579205250857459;1120;0.9999979734420776;3.3900604989867134e-07;6.911410110888028e-08;2.0584219839747675e-07
FINNGEN_R6_E4_DELPUB;1.0000007339877965;0.08946015324691729;251125.0;6753844;0.00027679834920680993;Row(beta=0.9999982714653015, beta_stderr=3.5345155424693075e-07, intercept=4.874300429946743e-07, intercept_stderr=2.160807497375572e-07);0.00017061989997793338;1108;0.9999982714653015;3.5345155424693075e-07;4.874300429946743e-07;2.160807497375572e-07
FINNGEN_R6_E4_DIABETES;0.9999918192853213;0.11314574108566049;260405.0;16291671;-0.0005947372777170924;Row(beta=1.0000144243240356, beta_stderr=1.6574475125707977e-07, intercept=-7.777068276482169e-06, intercept_stderr=1.9710533649686113e-07);8.639492940305248e-05;1188;1.0000144243240356;1.6574475125707977e-07;-7.777068276482169e-06;1.9710533649686113e-07
FINNGEN_R6_E4_DIABINSIPIDUS;0.9999996511344843;0.06691661296377942;251157.0;7118708;-0.0005437327911189119;Row(beta=0.9999969005584717, beta_stderr=3.4718920005616383e-07, intercept=9.027761507240939e-07, intercept_stderr=2.1184972354149068e-07);0.0001628308836104138;1114;0.9999969005584717;3.4718920005616383e-07;9.027761507240939e-07;2.1184972354149068e-07
FINNGEN_R6_E4_DISPUB;0.9999986030135554;0.06646278533712079;251245.0;7857684;0.0002498103423351115;Row(beta=0.9999994039535522, beta_stderr=3.2980614150801557e-07, intercept=1.0921749549197557e-07, intercept_stderr=2.002039849458015e-07);0.0001497677208679583;1130;0.9999994039535522;3.2980614150801557e-07;1.0921749549197557e-07;2.002039849458015e-07
FINNGEN_R6_E4_DM1;0.999997984811251;0.11110702956622161;222769.0;14511546;-0.00191860951755215;Row(beta=0.9999805688858032, beta_stderr=9.884353602274132e-08, intercept=8.698338206158951e-06, intercept_stderr=1.445350648054955e-07);9.093908759174041e-05;1176;0.9999805688858032;9.884353602274132e-08;8.698338206158951e-06;1.445350648054955e-07
FINNGEN_R6_E4_DM1COMA;0.999996458291758;0.09527773133088469;216738.0;11079093;-0.0010007033554100943;Row(beta=0.9999992251396179, beta_stderr=8.966566866774883e-08, intercept=2.825816807217052e-07, intercept_stderr=1.3725284020438266e-07);0.00011037300285840453;1163;0.9999992251396179;8.966566866774883e-08;2.825816807217052e-07;1.3725284020438266e-07
FINNGEN_R6_E4_DM1KETO;0.999994236345669;0.09421713955097;216788.0;11131004;-0.001339320132308123;Row(beta=0.9999861717224121, beta_stderr=8.793213623903284e-08, intercept=5.463637990033021e-06, intercept_stderr=1.3612417149033718e-07);0.00010990069154277797;1163;0.9999861717224121;8.793213623903284e-08;5.463637990033021e-06;1.3612417149033718e-07
FINNGEN_R6_E4_DM1NASCOMP;0.9999976484935214;0.10395673399272623;219615.0;13223216;-0.0018176863298613117;Row(beta=1.0000048875808716, beta_stderr=9.110381427035463e-08, intercept=-2.6494644771446474e-06, intercept_stderr=1.3818694810652232e-07);9.611704380088981e-05;1171;1.0000048875808716;9.110381427035463e-08;-2.6494644771446474e-06;1.3818694810652232e-07
FINNGEN_R6_E4_DM1NEU;1.0000035682371147;0.09274603313730526;215900.0;9728611;-0.0005575261268026824;Row(beta=1.0000027418136597, beta_stderr=1.3787118291475053e-07, intercept=-1.3217584182712017e-06, intercept_stderr=1.4417945237710228e-07);0.00012330796604906346;1148;1.0000027418136597;1.3787118291475053e-07;-1.3217584182712017e-06;1.4417945237710228e-07
FINNGEN_R6_E4_DM1NOCOMP;0.9999990143186558;0.10813830257474383;221536.0;14097546;-0.0021173706168429785;Row(beta=1.0000100135803223, beta_stderr=9.080261520466593e-08, intercept=-4.76900277135428e-06, intercept_stderr=1.3931034459346847e-07);9.230149650391361e-05;1173;1.0000100135803223;9.080261520466593e-08;-4.76900277135428e-06;1.3931034459346847e-07
FINNGEN_R6_E4_DM2;0.9999906449437475;0.11424817252017669;256405.0;16278227;-0.0005952445576533454;Row(beta=0.9999765157699585, beta_stderr=1.8761765829822252e-07, intercept=1.1424874173826538e-05, intercept_stderr=1.6395989632655983e-07);8.642878864378098e-05;1188;0.9999765157699585;1.8761765829822252e-07;1.1424874173826538e-05;1.6395989632655983e-07
FINNGEN_R6_E4_DM2COMA;0.9999955096585249;0.11305749994510081;218171.0;12346785;0.00011944943886199567;Row(beta=0.9999979138374329, beta_stderr=2.527386300243961e-07, intercept=6.317502538877307e-07, intercept_stderr=1.616511866586734e-07);0.0001010111658382138;1169;0.9999979138374329;2.527386300243961e-07;6.317502538877307e-07;1.616511866586734e-07
FINNGEN_R6_E4_DM2NEU;1.0000009147534707;0.12096650958768286;216273.0;10450726;-0.0005858441949391014;Row(beta=0.9999988079071045, beta_stderr=2.806736461025139e-07, intercept=3.3514393749101146e-07, intercept_stderr=1.7462711809912435e-07);0.00011586407740522198;1156;0.9999988079071045;2.806736461025139e-07;3.3514393749101146e-07;1.7462711809912435e-07
FINNGEN_R6_E4_DM2OPTH;0.9999970214344192;0.11023967430047035;217718.0;12015285;-0.00018381452375039605;Row(beta=0.9999960064888, beta_stderr=1.9499647407883458e-07, intercept=1.0269916401739465e-06, intercept_stderr=1.485293950054256e-07);0.00010318856190129873;1168;0.9999960064888;1.9499647407883458e-07;1.0269916401739465e-06;1.485293950054256e-07
FINNGEN_R6_E4_DM2REN;0.999997600855092;0.12229175068255393;216765.0;11109241;-0.00046535439459805553;Row(beta=0.9999983906745911, beta_stderr=2.711148567868804e-07, intercept=3.4074153631991067e-07, intercept_stderr=1.7072153468689066e-07);0.00011019167956259583;1164;0.9999983906745911;2.711148567868804e-07;3.4074153631991067e-07;1.7072153468689066e-07
FINNGEN_R6_E4_DM2_STRICT;0.9999823831543299;0.11460378471691338;252162.0;16258533;-0.0006456158885920315;Row(beta=0.9999921917915344, beta_stderr=1.9865872502577986e-07, intercept=3.764003622563905e-06, intercept_stderr=1.6170696426343056e-07);8.655217272523384e-05;1189;0.9999921917915344;1.9865872502577986e-07;3.764003622563905e-06;1.6170696426343056e-07
FINNGEN_R6_E4_DMNAS;1.0000015278851175;0.09950213995340082;219937.0;13402269;-0.0007221750242440233;Row(beta=1.0000118017196655, beta_stderr=1.0436134090241467e-07, intercept=-5.652984782500425e-06, intercept_stderr=1.3971123280498432e-07);9.547053310940858e-05;1174;1.0000118017196655;1.0436134090241467e-07;-5.652984782500425e-06;1.3971123280498432e-07
FINNGEN_R6_E4_DMNASCOMA;0.9999995427967414;0.11369213056759739;215260.0;6188035;-0.0003021407312660363;Row(beta=0.9999999403953552, beta_stderr=3.666990266992798e-07, intercept=6.539027452845403e-08, intercept_stderr=2.2597448889882799e-07);0.00018194653560692022;1083;0.9999999403953552;3.666990266992798e-07;6.539027452845403e-08;2.2597448889882799e-07
FINNGEN_R6_E4_DMNASNOCOMP;0.9999999999999999;0.10302155120163178;216726.0;11063024;0.00013352681509143266;Row(beta=0.9999967813491821, beta_stderr=2.3845367991270905e-07, intercept=1.0138255674974062e-06, intercept_stderr=1.6114644552089885e-07);0.00011042551836798306;1162;0.9999967813491821;2.3845367991270905e-07;1.0138255674974062e-06;1.6114644552089885e-07
FINNGEN_R6_E4_DMNASOTHCOMP;1.000000299484249;0.09770033040076244;215246.0;5921301;0.0004069754704244683;Row(beta=0.9999979734420776, beta_stderr=3.744858361187653e-07, intercept=2.384400659138919e-07, intercept_stderr=2.3124596282286802e-07);0.00018940597441562376;1079;0.9999979734420776;3.744858361187653e-07;2.384400659138919e-07;2.3124596282286802e-07
FINNGEN_R6_E4_ENDOGLAND;0.9999917732085266;0.08205982207755419;260405.0;14972494;-0.0001272889206033155;Row(beta=0.9999989867210388, beta_stderr=2.4278472210426116e-07, intercept=2.1768087776763423e-07, intercept_stderr=1.5154171251197113e-07);8.978994849384198e-05;1182;0.9999989867210388;2.4278472210426116e-07;2.1768087776763423e-07;1.5154171251197113e-07
FINNGEN_R6_E4_GILBERT;1.0000000053414284;0.09348059216612525;231559.0;6367067;0.0004513115803556663;Row(beta=0.999998927116394, beta_stderr=3.4054224329338467e-07, intercept=3.19485963018451e-07, intercept_stderr=2.1502543745555158e-07);0.00017896682582086335;1096;0.999998927116394;3.4054224329338467e-07;3.19485963018451e-07;2.1502543745555158e-07
FINNGEN_R6_E4_GLUCOPANCREAS;1.0000009770215854;0.09082985161942135;260405.0;11108101;-6.531802330584638e-06;Row(beta=0.9999960660934448, beta_stderr=1.9538485673820105e-07, intercept=1.2840722547480254e-06, intercept_stderr=1.5093654326392425e-07);0.00011029811355195524;1165;0.9999960660934448;1.9538485673820105e-07;1.2840722547480254e-06;1.5093654326392425e-07
FINNGEN_R6_E4_GOITREDIFF;0.9999962590119629;0.034831050087439634;222556.0;9304227;-0.0005607993033703108;Row(beta=0.9999978542327881, beta_stderr=2.994096064412588e-07, intercept=4.940669668940245e-07, intercept_stderr=1.8543697422046534e-07);0.00012869634529307983;1147;0.9999978542327881;2.994096064412588e-07;4.940669668940245e-07;1.8543697422046534e-07
FINNGEN_R6_E4_GOITREMULTINOD;0.9999979631382944;0.05493509057048275;226071.0;13024553;-0.0005269393982273604;Row(beta=0.9999856352806091, beta_stderr=2.0422778845841094e-07, intercept=5.729354143113596e-06, intercept_stderr=1.4775889667362208e-07);9.765590159006542e-05;1177;0.9999856352806091;2.0422778845841094e-07;5.729354143113596e-06;1.4775889667362208e-07
FINNGEN_R6_E4_GOITRENAS;0.9999963314903475;0.041559325110628126;223494.0;11006509;-0.0005760529401284511;Row(beta=0.9999982714653015, beta_stderr=2.6596197244543873e-07, intercept=5.851041464666196e-07, intercept_stderr=1.6917239520353178e-07);0.00011123289973189529;1165;0.9999982714653015;2.6596197244543873e-07;5.851041464666196e-07;1.6917239520353178e-07
FINNGEN_R6_E4_GOITRENOD;1.000001787242659;0.0532436242679118;223324.0;10796807;0.0001659945407934262;Row(beta=0.9999979734420776, beta_stderr=2.7884186692972435e-07, intercept=5.179391564524849e-07, intercept_stderr=1.7277979225127638e-07);0.00011293952622937882;1162;0.9999979734420776;2.7884186692972435e-07;5.179391564524849e-07;1.7277979225127638e-07
FINNGEN_R6_E4_HYPERALDO;1.0000010346335488;0.07407726059577462;251412.0;8749875;-7.544719210269359e-05;Row(beta=0.9999980926513672, beta_stderr=3.088751441282511e-07, intercept=5.902116413381009e-07, intercept_stderr=1.9075335444540542e-07);0.00013577180609640441;1139;0.9999980926513672;3.088751441282511e-07;5.902116413381009e-07;1.9075335444540542e-07
FINNGEN_R6_E4_HYPERCHOL;0.9999958508089667;0.11647267839289241;244540.0;15538894;-0.0006452797007301957;Row(beta=0.9999969601631165, beta_stderr=2.2879241612372425e-07, intercept=1.0842823030543514e-06, intercept_stderr=1.5094488503564207e-07);8.832019092650785e-05;1186;0.9999969601631165;2.2879241612372425e-07;1.0842823030543514e-06;1.5094488503564207e-07
FINNGEN_R6_E4_HYPERKALAEMIA;1.0000018415050187;0.10428561293396038;232176.0;9700515;-0.0002394673447749568;Row(beta=0.9999986290931702, beta_stderr=2.937384522283537e-07, intercept=2.3367454105027718e-07, intercept_stderr=1.8095113318850053e-07);0.00012398088733907395;1151;0.9999986290931702;2.937384522283537e-07;2.3367454105027718e-07;1.8095113318850053e-07
FINNGEN_R6_E4_HYPERLIPNAS;0.9999983654038002;0.1167204082752549;238021.0;14174208;-0.0002691773289907536;Row(beta=0.9999973773956299, beta_stderr=2.4328184622390836e-07, intercept=6.251077593333321e-07, intercept_stderr=1.544185295188072e-07);9.230372049084561e-05;1177;0.9999973773956299;2.4328184622390836e-07;6.251077593333321e-07;1.544185295188072e-07
FINNGEN_R6_E4_HYPERPRO_ADVERSE;0.9999970584374098;0.026916919665397086;260405.0;6305385;-0.0010990082366104002;Row(beta=0.9999988079071045, beta_stderr=3.693981796004664e-07, intercept=2.087931250116526e-07, intercept_stderr=2.255103765946842e-07);0.00018021574116073116;1093;0.9999988079071045;3.693981796004664e-07;2.087931250116526e-07;2.255103765946842e-07
FINNGEN_R6_E4_HYPOCOMA;1.0000010103755872;0.08769720310532149;258882.0;5878168;0.00170592499908092;Row(beta=0.9999978542327881, beta_stderr=3.450632277690602e-07, intercept=3.070620664402668e-07, intercept_stderr=2.251232729122421e-07);0.00019076172269680855;1079;0.9999978542327881;3.450632277690602e-07;3.070620664402668e-07;2.251232729122421e-07
FINNGEN_R6_E4_HYPOGLYC;0.9999960344705597;0.09059167910484714;260038.0;10638512;-3.8281906341770333e-05;Row(beta=1.0000008344650269, beta_stderr=2.2676934463561338e-07, intercept=-6.072058909012412e-07, intercept_stderr=1.6002546487925429e-07);0.00011442257647119001;1161;1.0000008344650269;2.2676934463561338e-07;-6.072058909012412e-07;1.6002546487925429e-07
FINNGEN_R6_E4_HYPOOSMNAT;0.9999999999999999;0.08196779178893829;234237.0;12188530;0.00012640144217553905;Row(beta=0.9999985694885254, beta_stderr=2.637702039010037e-07, intercept=1.7292296661253204e-07, intercept_stderr=1.6468969477045903e-07);0.0001021557928228134;1170;0.9999985694885254;2.637702039010037e-07;1.7292296661253204e-07;1.6468969477045903e-07
FINNGEN_R6_E4_HYPOPARA;0.9999996101082214;0.0446339349326629;251604.0;9406589;-0.00023821556145378113;Row(beta=0.9999986886978149, beta_stderr=2.969364061300439e-07, intercept=3.694502481721429e-07, intercept_stderr=1.8398542067643575e-07);0.00012765459109736883;1150;0.9999986886978149;2.969364061300439e-07;3.694502481721429e-07;1.8398542067643575e-07
FINNGEN_R6_E4_HYPOPIT;0.9999980978703494;0.10686568777220538;252072.0;10408654;-0.0002858771700932456;Row(beta=0.9999973177909851, beta_stderr=2.860769825474563e-07, intercept=7.068432523738011e-07, intercept_stderr=1.7551109010582877e-07);0.0001166139572921253;1159;0.9999973177909851;2.860769825474563e-07;7.068432523738011e-07;1.7551109010582877e-07
FINNGEN_R6_E4_HYTHYNAS;0.9999956699844802;0.08242862274893327;254846.0;16229501;-0.00027747836855852577;Row(beta=1.0000014305114746, beta_stderr=1.7450138045660424e-07, intercept=-1.4381172377397888e-06, intercept_stderr=1.6400285574036388e-07);8.648290421686852e-05;1187;1.0000014305114746;1.7450138045660424e-07;-1.4381172377397888e-06;1.6400285574036388e-07
FINNGEN_R6_E4_HYTHYPOSTINF;1.0000001495220936;0.03215464320986909;222089.0;6415249;0.0010165311915408184;Row(beta=0.9999983906745911, beta_stderr=3.656130047602346e-07, intercept=7.740533760625112e-07, intercept_stderr=2.2067452221108397e-07);0.00017827969815626378;1100;0.9999983906745911;3.656130047602346e-07;7.740533760625112e-07;2.2067452221108397e-07
FINNGEN_R6_E4_HYTHY_AI_STRICT;0.9999947311611972;0.08244557821183918;235230.0;16185916;-0.00029584786736820874;Row(beta=0.9999564290046692, beta_stderr=1.6022221416278626e-07, intercept=2.1443602236104198e-05, intercept_stderr=1.6473785535708885e-07);8.644710706397611e-05;1185;0.9999564290046692;1.6022221416278626e-07;2.1443602236104198e-05;1.6473785535708885e-07
FINNGEN_R6_E4_LACTOSEINT;0.9999996745850588;0.053279696278478436;231983.0;9156222;0.00025193894927404495;Row(beta=0.9999979734420776, beta_stderr=2.607548879041133e-07, intercept=4.984869974578032e-07, intercept_stderr=1.7535384699840506e-07);0.00013074097647893464;1147;0.9999979734420776;2.607548879041133e-07;4.984869974578032e-07;1.7535384699840506e-07
FINNGEN_R6_E4_LIPOPROT;1.0000043972572794;0.11671375825699273;251596.0;15995218;-0.0007020401122386099;Row(beta=1.0000009536743164, beta_stderr=2.237520959624817e-07, intercept=-6.998827757342951e-07, intercept_stderr=1.5148735599268548e-07);8.702279534975423e-05;1186;1.0000009536743164;2.237520959624817e-07;-6.998827757342951e-07;1.5148735599268548e-07
FINNGEN_R6_E4_LIPOPROTNAS;1.0000012638488918;0.10740926929995226;233845.0;11878715;-0.0005542303641428215;Row(beta=0.9999975562095642, beta_stderr=2.644038374910451e-07, intercept=8.239821340794151e-07, intercept_stderr=1.6640592548355926e-07);0.00010437764295120381;1170;0.9999975562095642;2.644038374910451e-07;8.239821340794151e-07;1.6640592548355926e-07
FINNGEN_R6_E4_MALNUTRITION;0.9999993004846639;0.07289662163385115;260405.0;7658285;-0.0006286530391596281;Row(beta=0.9999970197677612, beta_stderr=3.33840773691918e-07, intercept=9.433934451408277e-07, intercept_stderr=2.0439644288217096e-07);0.00015294839643463013;1125;0.9999970197677612;3.33840773691918e-07;9.433934451408277e-07;2.0439644288217096e-07
FINNGEN_R6_E4_METABO;0.9999983570970191;0.04974417993229791;233475.0;11549844;-0.0004387724587449285;Row(beta=0.9999980926513672, beta_stderr=2.6226010163554747e-07, intercept=6.44929400550609e-07, intercept_stderr=1.6711140915504075e-07);0.00010694521416053355;1170;0.9999980926513672;2.6226010163554747e-07;6.44929400550609e-07;1.6711140915504075e-07
FINNGEN_R6_E4_MINERAL_MET;1.0000014813983253;0.0759824558085582;232603.0;10517618;-0.00011604625781243414;Row(beta=0.9999969601631165, beta_stderr=2.802755432185222e-07, intercept=6.486947654593678e-07, intercept_stderr=1.7470695468091435e-07);0.00011566393539715916;1161;0.9999969601631165;2.802755432185222e-07;6.486947654593678e-07;1.7470695468091435e-07
FINNGEN_R6_E4_OBESITY;0.9999939569985823;0.08993752386100322;260333.0;15336013;-0.0007533912445169875;Row(beta=1.0000005960464478, beta_stderr=2.1759491630746197e-07, intercept=-5.282820438878844e-07, intercept_stderr=1.525522890233333e-07);8.877981368986227e-05;1184;1.0000005960464478;2.1759491630746197e-07;-5.282820438878844e-07;1.525522890233333e-07
FINNGEN_R6_E4_OBESITYCAL;0.9999984351256593;0.08517892439718354;256672.0;14556492;-0.0004655037065248527;Row(beta=1.000001072883606, beta_stderr=2.2947854461108363e-07, intercept=-9.595646588422824e-07, intercept_stderr=1.5487989912799094e-07);9.108030504183519e-05;1180;1.000001072883606;2.2947854461108363e-07;-9.595646588422824e-07;1.5487989912799094e-07
FINNGEN_R6_E4_OBESITYDRUG;1.0000000000000002;0.04912200667796429;249067.0;6841455;-0.00014915785019416317;Row(beta=0.9999979138374329, beta_stderr=3.512285502438317e-07, intercept=7.690271672800009e-07, intercept_stderr=2.146833111282831e-07);0.00016875558717822415;1110;0.9999979138374329;3.512285502438317e-07;7.690271672800009e-07;2.146833111282831e-07
FINNGEN_R6_E4_OBESITYNAS;1.0000000020699524;0.08273083780605163;255013.0;13992045;-0.00043666567753322596;Row(beta=0.9999939203262329, beta_stderr=2.3236859192365955e-07, intercept=2.2644260297965957e-06, intercept_stderr=1.560218976237593e-07);9.312493690548364e-05;1178;0.9999939203262329;2.3236859192365955e-07;2.2644260297965957e-06;1.560218976237593e-07
FINNGEN_R6_E4_PARATHYRO;0.9999921928635008;0.06752811357776503;255120.0;13061995;-0.00018478314683173074;Row(beta=0.9999979734420776, beta_stderr=2.545332620229601e-07, intercept=5.80329981403338e-07, intercept_stderr=1.5945980180731567e-07);9.745348334932304e-05;1177;0.9999979734420776;2.545332620229601e-07;5.80329981403338e-07;1.5945980180731567e-07
FINNGEN_R6_E4_PLASMAPROT;0.9999970693240998;0.07070250671312087;231547.0;6166384;-0.0003773288202615682;Row(beta=0.9999979734420776, beta_stderr=3.3651201647444395e-07, intercept=6.457773338297557e-07, intercept_stderr=2.2463459004029573e-07);0.00018275137248978176;1084;0.9999979734420776;3.3651201647444395e-07;6.457773338297557e-07;2.2463459004029573e-07
FINNGEN_R6_E4_PORBILIR;0.9999984597009999;0.09365039069190417;231628.0;7222064;0.0006083830370376425;Row(beta=0.9999974966049194, beta_stderr=3.274161599620129e-07, intercept=1.0796752576425206e-06, intercept_stderr=2.0370514164369524e-07);0.00016081803928801993;1116;0.9999974966049194;3.274161599620129e-07;1.0796752576425206e-06;2.0370514164369524e-07
FINNGEN_R6_E4_PROTMALMODMILD;0.9999981847671293;0.0628468687232679;260272.0;6148965;-0.0010570416419673388;Row(beta=0.9999966025352478, beta_stderr=3.720832353337755e-07, intercept=1.1387146514607593e-06, intercept_stderr=2.2701901514210476e-07);0.00018326868491024144;1084;0.9999966025352478;3.720832353337755e-07;1.1387146514607593e-06;2.2701901514210476e-07
FINNGEN_R6_E4_THYROIDITNAS;0.9999997767982781;0.037275246436026845;222233.0;7857704;-0.00048157879706341747;Row(beta=1.0000004768371582, beta_stderr=3.302287723272457e-07, intercept=-1.441612340613574e-07, intercept_stderr=2.013893265484512e-07);0.00014976740327046946;1130;1.0000004768371582;3.302287723272457e-07;-1.441612340613574e-07;2.013893265484512e-07
FINNGEN_R6_E4_THYROIDITSUBAC;0.9999999994255283;0.04131629720657979;222473.0;9027393;-0.00022131240325966008;Row(beta=1.0, beta_stderr=1.9210419566206838e-07, intercept=-3.7204790714895353e-07, intercept_stderr=1.5982453760443605e-07);0.00013234778732993597;1145;1.0;1.9210419566206838e-07;-3.7204790714895353e-07;1.5982453760443605e-07
FINNGEN_R6_E4_THYTOXGOITDIF;0.9999982949382805;0.05453197463976351;224753.0;12190175;-0.000670265856724725;Row(beta=1.000008463859558, beta_stderr=1.5389818486255535e-07, intercept=-4.118374818062875e-06, intercept_stderr=1.3994470293710037e-07);0.00010214229941347622;1170;1.000008463859558;1.5389818486255535e-07;-4.118374818062875e-06;1.3994470293710037e-07
FINNGEN_R6_E4_THYTOXNAS;0.9999943965300725;0.06463292677310377;225937.0;12951109;-0.0005955110075902684;Row(beta=0.9999969005584717, beta_stderr=1.7506752669760317e-07, intercept=1.0606726164041902e-06, intercept_stderr=1.4232232103950082e-07);9.796896016778684e-05;1176;0.9999969005584717;1.7506752669760317e-07;1.0606726164041902e-06;1.4232232103950082e-07
FINNGEN_R6_E4_THYTOXNOD;0.9999992962563409;0.03572494357450099;255399.0;6729574;-0.0012837426782140195;Row(beta=1.0000001192092896, beta_stderr=3.567258204384416e-07, intercept=3.529820702397046e-08, intercept_stderr=2.171043576026932e-07);0.00017091800741747063;1106;1.0000001192092896;3.567258204384416e-07;3.529820702397046e-08;2.171043576026932e-07
FINNGEN_R6_E4_VIT_DEF;0.9999970113821095;0.07035948558966024;249333.0;9818143;0.00041516882062118314;Row(beta=0.9999979138374329, beta_stderr=2.907503642290976e-07, intercept=7.756340210107737e-07, intercept_stderr=1.8028866577424196e-07);0.00012285129989237205;1154;0.9999979138374329;2.907503642290976e-07;7.756340210107737e-07;1.8028866577424196e-07
FINNGEN_R6_ENCEPHALITIS;0.9999971317650656;0.07513158315639336;259101.0;8908310;0.0005149671149745477;Row(beta=0.9999980330467224, beta_stderr=3.044883953862154e-07, intercept=2.2146269884615322e-07, intercept_stderr=1.892680359105725e-07);0.0001337405197353343;1142;0.9999980330467224;3.044883953862154e-07;2.2146269884615322e-07;1.892680359105725e-07
FINNGEN_R6_EPISEIZALCO;0.9999984426969811;0.12506408555776066;260405.0;6519918;0.0008459320423968836;Row(beta=0.9999969601631165, beta_stderr=3.6185795693199907e-07, intercept=3.42399232522439e-07, intercept_stderr=2.226165065621899e-07);0.0001755871364321619;1101;0.9999969601631165;3.6185795693199907e-07;3.42399232522439e-07;2.226165065621899e-07
FINNGEN_R6_ERECTILE_DYSFUNCTION;0.999998322553477;0.16889878504319678;113297.0;10968437;-0.0002134459732047057;Row(beta=0.9999989867210388, beta_stderr=2.7592548690336116e-07, intercept=4.0123450162354857e-07, intercept_stderr=1.7116038009135082e-07);0.00011091236917153346;1158;0.9999989867210388;2.7592548690336116e-07;4.0123450162354857e-07;1.7116038009135082e-07
FINNGEN_R6_ESOSINOPHIL_DISEASE;0.9999994836579973;0.0780872255616896;160240.0;7586621;-0.0005715013917263851;Row(beta=0.9999983310699463, beta_stderr=3.3412928246434603e-07, intercept=4.345342006217834e-07, intercept_stderr=2.0418225687990343e-07);0.00015479306856399787;1128;0.9999983310699463;3.3412928246434603e-07;4.345342006217834e-07;2.0418225687990343e-07
FINNGEN_R6_F5_ADHD;0.9999967242886038;0.08443788435422032;257869.0;10280445;6.252495198408131e-05;Row(beta=0.9999973773956299, beta_stderr=2.84530358385382e-07, intercept=6.784935067116749e-07, intercept_stderr=1.7632267201861396e-07);0.00011790175200170805;1158;0.9999973773956299;2.84530358385382e-07;6.784935067116749e-07;1.7632267201861396e-07
